"log_id";"user";"trial";"new_answer";"new_certitude";"cant_answer";"isImprecis";"aHistory";"cHistory"
"224";"895474814";"16";"";NULL;"1";"1";"";""
"228";"895474814";"17";"";NULL;"1";"1";"";""
"232";"895474814";"18";"";NULL;"1";"1";"";""
"234";"895474814";"19";"";NULL;"1";"1";"";""
"453";"960136667";"0";"";NULL;"1";"1";"";""
"476";"960136667";"1";"[""Corneille noire"",""Mesange charbonniere"",""Mesange noire""]";"5";"0";"1";"""[""Corneille noire"",""Mesange noire"",""Mesange charbonniere""]""";"""[""5""]"""
"484";"960136667";"2";"";NULL;"1";"1";"";""
"493";"960136667";"3";"";NULL;"1";"0";"";""
"501";"960136667";"4";"";NULL;"1";"1";"";""
"506";"960136667";"5";"";NULL;"1";"1";"";""
"511";"960136667";"6";"[""Corneille noire"",""Choucas des tours"",""Grand corbeau"",""Corbeau freux""]";"5";"0";"1";"""[""Choucas des tours"",""Grand corbeau"",""Corbeau freux"",""Corneille noire""]""";"""[""5""]"""
"515";"960136667";"7";"";NULL;"1";"1";"";""
"520";"960136667";"8";"";NULL;"1";"1";"";""
"526";"960136667";"9";"";NULL;"1";"1";"";""
"532";"960136667";"10";"";NULL;"1";"1";"";""
"539";"960136667";"11";"""Choucas des tours""";"5";"0";"1";"""[""Choucas des tours""]""";"""[""5""]"""
"544";"960136667";"12";"";NULL;"1";"1";"";""
"548";"960136667";"13";"";NULL;"1";"0";"";""
"553";"960136667";"14";"[""Mesange nonnette"",""Mesange charbonniere""]";"6";"0";"1";"""[""Mesange nonnette"",""Mesange charbonniere""]""";"""[""5"",""6""]"""
"558";"960136667";"15";"[""Corneille noire"",""Grand corbeau"",""Corbeau freux""]";"6";"0";"1";"""[""Corneille noire"",""Grand corbeau"",""Corbeau freux""]""";"""[""6""]"""
"562";"960136667";"16";"""Choucas des tours""";"5";"0";"1";"""[""Choucas des tours""]""";"""[""5""]"""
"564";"960136667";"17";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"566";"960136667";"18";"""Corbeau freux""";"5";"0";"1";"""[""Corbeau freux""]""";"""[""5""]"""
"569";"960136667";"19";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"108";"964558557";"0";"";NULL;"1";"1";"";""
"112";"964558557";"1";"";NULL;"1";"1";"";""
"118";"964558557";"2";"";NULL;"1";"1";"";""
"126";"964558557";"4";"";NULL;"1";"1";"";""
"132";"964558557";"5";"";NULL;"1";"1";"";""
"137";"964558557";"6";"";NULL;"1";"1";"";""
"140";"964558557";"7";"";NULL;"1";"1";"";""
"147";"964558557";"8";"";NULL;"1";"1";"";""
"150";"964558557";"9";"";NULL;"1";"1";"";""
"152";"964558557";"10";"";NULL;"1";"1";"";""
"157";"964558557";"11";"";NULL;"1";"1";"";""
"160";"964558557";"12";"";NULL;"1";"1";"";""
"165";"964558557";"14";"";NULL;"1";"1";"";""
"169";"964558557";"15";"";NULL;"1";"1";"";""
"175";"964558557";"16";"";NULL;"1";"1";"";""
"177";"964558557";"17";"";NULL;"1";"1";"";""
"181";"964558557";"18";"";NULL;"1";"1";"";""
"184";"964558557";"19";"";NULL;"1";"1";"";""
"1";"995586594";"0";"[""Mesange charbonniere"",""Mesange nonnette""]";"7";"0";"0";"""[""Mesange noire"",""Mesange nonnette""]""";"""[""5"",""5"",""5"",""5"",""4"",""7"",""6"",""7""]"""
"2";"995586594";"1";"""Corbeau freux""";"6";"0";"1";"""[""Corbeau freux""]""";"""[""6""]"""
"4";"995586594";"2";"""Corneille noire""";"6";"0";"1";"""[""Choucas des tours"",""Corneille noire""]""";"""[""6""]"""
"6";"995586594";"6";"""Corneille noire""";"7";"0";"1";"""[""Corneille noire""]""";"""[""7""]"""
"15";"995586594";"12";"[""Mesange charbonniere"",""Mesange nonnette""]";"7";"0";"0";"""[""Mesange charbonniere""]""";"""[""7"",""7""]"""
"24";"995586594";"17";"[""Pigeon ramier"",""Pigeon biset""]";"7";"0";"0";"""[""Pigeon biset""]""";"""[""7""]"""
"350";"1100564315";"0";"[""Mesange noire"",""Mesange charbonniere""]";"5";"0";"1";"""[""Mesange noire"",""Mesange charbonniere""]""";"""[""5""]"""
"362";"1100564315";"1";"[""Choucas des tours"",""Corbeau freux""]";"5";"0";"1";"""[""Corbeau freux"",""Choucas des tours""]""";"""[""5""]"""
"375";"1100564315";"2";"[""Mesange nonnette"",""Mesange noire"",""Mesange charbonniere""]";"5";"0";"1";"""[""Mesange nonnette"",""Mesange noire"",""Mesange charbonniere""]""";"""[""5""]"""
"384";"1100564315";"4";"""Mesange nonnette""";"2";"0";"1";"""[""Mesange nonnette""]""";"""[""2""]"""
"392";"1100564315";"5";"[""Corbeau freux"",""Corneille noire"",""Grand corbeau""]";"5";"0";"1";"""[""Corbeau freux"",""Grand corbeau"",""Corneille noire""]""";"""[""5""]"""
"400";"1100564315";"6";"";NULL;"1";"1";"";""
"407";"1100564315";"7";"""Pigeon ramier""";"5";"0";"1";"""[""Pigeon ramier""]""";"""[""5""]"""
"417";"1100564315";"8";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"427";"1100564315";"9";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"436";"1100564315";"10";"";NULL;"1";"1";"";""
"442";"1100564315";"11";"";NULL;"1";"1";"";""
"448";"1100564315";"12";"[""Mesange noire"",""Mesange charbonniere""]";"5";"0";"1";"""[""Mesange noire"",""Mesange charbonniere""]""";"""[""5""]"""
"459";"1100564315";"14";"";NULL;"1";"1";"";""
"463";"1100564315";"15";"[""Corbeau freux"",""Grand corbeau""]";"5";"0";"1";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""5""]"""
"469";"1100564315";"16";"[""Corbeau freux"",""Grand corbeau""]";"5";"0";"1";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""5""]"""
"475";"1100564315";"17";"";NULL;"1";"1";"";""
"479";"1100564315";"18";"[""Corbeau freux"",""Grand corbeau""]";"5";"0";"1";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""5""]"""
"483";"1100564315";"19";"""Pigeon ramier""";"5";"0";"1";"""[""Pigeon ramier""]""";"""[""5""]"""
"578";"1118073888";"0";"""Mesange nonnette""";"4";"0";"1";"""[""Mesange nonnette""]""";"""[""4""]"""
"582";"1118073888";"1";"";NULL;"1";"0";"";""
"584";"1118073888";"2";"""Mesange charbonniere""";"3";"0";"1";"""[""Mesange charbonniere""]""";"""[""3""]"""
"585";"1118073888";"3";"";NULL;"1";"0";"";""
"587";"1118073888";"4";"";NULL;"1";"0";"";""
"589";"1118073888";"5";"""Corneille noire""";"3";"0";"1";"""[""Corneille noire""]""";"""[""3""]"""
"591";"1118073888";"6";"";NULL;"1";"0";"";""
"594";"1118073888";"7";"""Pigeon ramier""";"5";"0";"1";"""[""Pigeon ramier""]""";"""[""5""]"""
"595";"1118073888";"8";"""Corbeau freux""";"5";"0";"1";"""[""Corbeau freux""]""";"""[""5""]"""
"597";"1118073888";"9";"";NULL;"1";"0";"";""
"598";"1118073888";"10";"""Mesange nonnette""";"5";"0";"1";"""[""Mesange charbonniere"",""Mesange nonnette""]""";"""[""5""]"""
"600";"1118073888";"11";"""Corbeau freux""";"3";"0";"1";"""[""Corbeau freux""]""";"""[""3""]"""
"601";"1118073888";"12";"";NULL;"1";"0";"";""
"603";"1118073888";"13";"""Mesange charbonniere""";"4";"0";"1";"""[""Mesange charbonniere""]""";"""[""4""]"""
"604";"1118073888";"14";"";NULL;"1";"1";"";""
"606";"1118073888";"15";"";NULL;"1";"0";"";""
"607";"1118073888";"16";"";NULL;"1";"0";"";""
"609";"1118073888";"17";"""Pigeon ramier""";"4";"0";"1";"""[""Pigeon ramier""]""";"""[""4"",""3"",""5"",""4""]"""
"610";"1118073888";"18";"";NULL;"1";"0";"";""
"611";"1118073888";"19";"""Pigeon biset""";"4";"0";"1";"""[""Pigeon biset""]""";"""[""4""]"""
"702";"1118332571";"0";"[""Mesange noire"",""Mesange nonnette""]";"5";"0";"0";"""[""Mesange nonnette""]""";"""[""5""]"""
"705";"1118332571";"1";"[""Mesange noire"",""Corneille noire""]";"5";"0";"0";"""[""Mesange noire""]""";"""[""5""]"""
"706";"1118332571";"2";"[""Choucas des tours"",""Mesange nonnette""]";"5";"0";"0";"""[""Mesange nonnette""]""";"""[""5""]"""
"711";"1118332571";"10";"[""Mesange noire"",""Corbeau freux""]";"5";"0";"0";"""[""Corbeau freux""]""";"""[""5""]"""
"714";"1118332571";"14";"[""Choucas des tours"",""Mesange nonnette""]";"6";"0";"0";"""[""Choucas des tours""]""";"""[""6""]"""
"7";"1162097330";"0";"[""Mesange noire"",""Mesange charbonniere""]";"5";"0";"1";"""[""Mesange charbonniere"",""Mesange noire""]""";"""[""5""]"""
"10";"1162097330";"1";"";NULL;"1";"0";"";""
"12";"1162097330";"2";"""Mesange charbonniere""";"6";"0";"1";"""[""Mesange charbonniere""]""";"""[""6""]"""
"14";"1162097330";"4";"";NULL;"1";"0";"";""
"19";"1162097330";"5";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""6"",""5""]"""
"22";"1162097330";"6";"""Corneille noire""";"6";"0";"1";"""[""Corneille noire""]""";"""[""6""]"""
"26";"1162097330";"8";"";NULL;"1";"1";"";""
"28";"1162097330";"9";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"32";"1162097330";"10";"";NULL;"1";"1";"";""
"34";"1162097330";"11";"";NULL;"1";"0";"";""
"36";"1162097330";"12";"";NULL;"1";"1";"";""
"41";"1162097330";"16";"";NULL;"1";"1";"";""
"21";"1163553558";"0";"""Mesange noire""";"5";"0";"1";"""[""Mesange noire""]""";"""[""5""]"""
"31";"1163553558";"1";"[""Choucas des tours"",""Corneille noire""]";"5";"0";"1";"""[""Corneille noire"",""Choucas des tours""]""";"""[""4"",""5""]"""
"37";"1163553558";"2";"""Mesange noire""";"5";"0";"1";"""[""Mesange noire""]""";"""[""5""]"""
"46";"1163553558";"4";"""Mesange charbonniere""";"5";"0";"1";"""[""Mesange charbonniere""]""";"""[""5""]"""
"51";"1163553558";"5";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"55";"1163553558";"6";"""Corneille noire""";"5";"0";"1";"""[""Corneille noire""]""";"""[""5""]"""
"60";"1163553558";"7";"""Pigeon ramier""";"6";"0";"1";"""[""Pigeon ramier""]""";"""[""6""]"""
"66";"1163553558";"8";"""Choucas des tours""";"6";"0";"1";"""[""Choucas des tours""]""";"""[""6""]"""
"92";"1163553558";"9";"""Pigeon ramier""";"6";"0";"1";"""[""Pigeon ramier""]""";"""[""6""]"""
"96";"1163553558";"10";"[""Mesange noire"",""Mesange charbonniere""]";"6";"0";"1";"""[""Mesange charbonniere"",""Mesange noire""]""";"""[""6""]"""
"100";"1163553558";"11";"";NULL;"1";"1";"";""
"103";"1163553558";"12";"""Mesange charbonniere""";"6";"0";"1";"""[""Mesange charbonniere""]""";"""[""5"",""6""]"""
"107";"1163553558";"14";"""Mesange charbonniere""";"6";"0";"1";"""[""Mesange charbonniere""]""";"""[""6""]"""
"111";"1163553558";"15";"[""Corbeau freux"",""Grand corbeau"",""Corneille noire""]";"6";"0";"1";"""[""Corbeau freux"",""Grand corbeau"",""Corneille noire""]""";"""[""6""]"""
"114";"1163553558";"16";"[""Corbeau freux"",""Grand corbeau"",""Corneille noire""]";"6";"0";"1";"""[""Corbeau freux"",""Grand corbeau"",""Corneille noire""]""";"""[""6""]"""
"121";"1163553558";"17";"""Pigeon biset""";"6";"0";"1";"""[""Pigeon biset""]""";"""[""6""]"""
"129";"1163553558";"18";"";NULL;"1";"1";"";""
"134";"1163553558";"19";"""Pigeon ramier""";"7";"0";"1";"""[""Pigeon ramier""]""";"""[""7""]"""
"602";"1215051735";"0";"";NULL;"1";"1";"";""
"605";"1215051735";"1";"";NULL;"1";"1";"";""
"608";"1215051735";"2";"";NULL;"1";"1";"";""
"612";"1215051735";"3";"";NULL;"1";"0";"";""
"614";"1215051735";"4";"[""Mesange noire"",""Mesange nonnette"",""Mesange charbonniere""]";"5";"0";"1";"""[""Corneille noire"",""Mesange noire"",""Mesange nonnette"",""Mesange charbonniere""]""";"""[""5""]"""
"616";"1215051735";"5";"";NULL;"1";"1";"";""
"618";"1215051735";"6";"";NULL;"1";"1";"";""
"622";"1215051735";"7";"""Pigeon ramier""";"6";"0";"1";"""[""Pigeon ramier""]""";"""[""6""]"""
"624";"1215051735";"8";"";NULL;"1";"1";"";""
"626";"1215051735";"9";"";NULL;"1";"1";"";""
"628";"1215051735";"10";"";NULL;"1";"1";"";""
"631";"1215051735";"11";"";NULL;"1";"1";"";""
"635";"1215051735";"12";"";NULL;"1";"1";"";""
"640";"1215051735";"13";"";NULL;"1";"0";"";""
"642";"1215051735";"14";"";NULL;"1";"1";"";""
"644";"1215051735";"15";"";NULL;"1";"1";"";""
"645";"1215051735";"16";"[""Corneille noire"",""Mesange noire"",""Mesange charbonniere""]";"5";"0";"1";"""[""Corbeau freux"",""Mesange charbonniere"",""Mesange noire"",""Corneille noire""]""";"""[""5""]"""
"646";"1215051735";"17";"";NULL;"1";"1";"";""
"647";"1215051735";"18";"";NULL;"1";"1";"";""
"648";"1215051735";"19";"";NULL;"1";"1";"";""
"709";"1334137512";"0";"";NULL;"1";"0";"";""
"712";"1334137512";"1";"";NULL;"1";"0";"";""
"715";"1334137512";"2";"";NULL;"1";"0";"";""
"717";"1334137512";"4";"";NULL;"1";"0";"";""
"720";"1334137512";"6";"";NULL;"1";"0";"";""
"724";"1334137512";"8";"";NULL;"1";"0";"";""
"728";"1334137512";"9";"";NULL;"1";"1";"";""
"729";"1334137512";"10";"";NULL;"1";"0";"";""
"732";"1334137512";"11";"";NULL;"1";"0";"";""
"735";"1334137512";"12";"";NULL;"1";"0";"";""
"739";"1334137512";"14";"";NULL;"1";"0";"";""
"742";"1334137512";"15";"";NULL;"1";"0";"";""
"745";"1334137512";"17";"";NULL;"1";"0";"";""
"747";"1334137512";"18";"";NULL;"1";"0";"";""
"115";"1444476634";"0";"[""Mesange nonnette"",""Mesange noire""]";"5";"0";"1";"""[""Mesange nonnette"",""Mesange noire""]""";"""[""5""]"""
"162";"1444476634";"1";"[""Corneille noire"",""Grand corbeau"",""Choucas des tours""]";"5";"0";"1";"""[""Corneille noire"",""Choucas des tours"",""Choucas des tours"",""Choucas des tours"",""Corbeau freux"",""Grand corbeau""]""";"""[""5""]"""
"172";"1444476634";"2";"[""Mesange charbonniere"",""Mesange noire""]";"5";"0";"1";"""[""Mesange charbonniere"",""Mesange noire""]""";"""[""5""]"""
"185";"1444476634";"3";"";NULL;"1";"0";"";""
"198";"1444476634";"4";"";NULL;"1";"1";"";""
"250";"1444476634";"5";"[""Corneille noire"",""Grand corbeau"",""Corbeau freux""]";"6";"0";"1";"""[""Choucas des tours"",""Grand corbeau"",""Corneille noire"",""Corbeau freux""]""";"""[""6""]"""
"261";"1444476634";"6";"[""Corneille noire"",""Grand corbeau""]";"6";"0";"1";"""[""Grand corbeau"",""Corneille noire"",""Corbeau freux""]""";"""[""6""]"""
"277";"1444476634";"7";"""Pigeon ramier""";"6";"0";"1";"""[""Pigeon ramier""]""";"""[""6""]"""
"677";"1444476634";"8";"[""Corneille noire"",""Grand corbeau""]";"5";"0";"1";"""[""Corneille noire"",""Grand corbeau""]""";"""[""5""]"""
"691";"1444476634";"9";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"700";"1444476634";"10";"[""Mesange nonnette"",""Mesange noire""]";"6";"0";"1";"""[""Mesange nonnette"",""Mesange noire""]""";"""[""6""]"""
"701";"1444476634";"11";"[""Corneille noire"",""Grand corbeau"",""Choucas des tours""]";"6";"0";"1";"""[""Corneille noire"",""Grand corbeau"",""Choucas des tours""]""";"""[""6""]"""
"707";"1444476634";"12";"";NULL;"1";"1";"";""
"708";"1444476634";"13";"";NULL;"1";"0";"";""
"719";"1444476634";"14";"";NULL;"1";"1";"";""
"722";"1444476634";"15";"";NULL;"1";"0";"";""
"731";"1444476634";"16";"[""Corneille noire"",""Grand corbeau""]";"5";"0";"1";"""[""Grand corbeau"",""Corneille noire""]""";"""[""5""]"""
"737";"1444476634";"17";"";NULL;"1";"0";"";""
"741";"1444476634";"18";"";NULL;"1";"1";"";""
"751";"1444476634";"19";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"196";"1457803668";"0";"""Mesange charbonniere""";"5";"0";"1";"""[""Mesange charbonniere""]""";"""[""5""]"""
"204";"1457803668";"1";"""Corbeau freux""";"3";"0";"1";"""[""Corbeau freux""]""";"""[""3""]"""
"209";"1457803668";"2";"[""Choucas des tours"",""Mesange charbonniere""]";"3";"0";"1";"""[""Mesange charbonniere"",""Choucas des tours""]""";"""[""3""]"""
"215";"1457803668";"3";"""Mesange nonnette""";"3";"0";"1";"""[""Mesange nonnette""]""";"""[""3""]"""
"221";"1457803668";"4";"[""Choucas des tours"",""Mesange nonnette""]";"2";"0";"1";"""[""Choucas des tours"",""Mesange nonnette""]""";"""[""2""]"""
"227";"1457803668";"5";"""Corneille noire""";"5";"0";"1";"""[""Corneille noire""]""";"""[""5""]"""
"233";"1457803668";"6";"""Corbeau freux""";"2";"0";"1";"""[""Corbeau freux""]""";"""[""2""]"""
"235";"1457803668";"7";"""Pigeon ramier""";"5";"0";"1";"""[""Pigeon ramier""]""";"""[""6"",""5""]"""
"241";"1457803668";"8";"[""Mesange noire"",""Corbeau freux""]";"5";"0";"0";"""[""Corbeau freux""]""";"""[""5""]"""
"244";"1457803668";"9";"""Pigeon ramier""";"3";"0";"1";"""[""Pigeon ramier""]""";"""[""3""]"""
"247";"1457803668";"10";"[""Mesange charbonniere"",""Mesange nonnette""]";"3";"0";"1";"""[""Mesange charbonniere"",""Mesange nonnette""]""";"""[""3""]"""
"251";"1457803668";"11";"""Mesange nonnette""";"3";"0";"1";"""[""Mesange nonnette""]""";"""[""3""]"""
"253";"1457803668";"12";"""Choucas des tours""";"1";"0";"1";"""[""Choucas des tours""]""";"""[""1""]"""
"255";"1457803668";"13";"""Rouge gorge""";"3";"0";"1";"""[""Rouge gorge""]""";"""[""3""]"""
"258";"1457803668";"14";"""Choucas des tours""";"2";"0";"1";"""[""Choucas des tours""]""";"""[""2""]"""
"260";"1457803668";"15";"""Corneille noire""";"3";"0";"1";"""[""Corneille noire""]""";"""[""3""]"""
"266";"1457803668";"16";"[""Mesange noire"",""Corbeau freux"",""Corneille noire""]";"3";"0";"1";"""[""Corbeau freux"",""Grand corbeau"",""Grand corbeau"",""Corneille noire"",""Mesange noire""]""";"""[""3""]"""
"270";"1457803668";"17";"""Pigeon biset""";"4";"0";"1";"""[""Pigeon ramier"",""Pigeon biset""]""";"""[""3"",""4""]"""
"275";"1457803668";"18";"""Mesange noire""";"2";"0";"1";"""[""Mesange noire""]""";"""[""2""]"""
"276";"1457803668";"19";"""Pigeon ramier""";"4";"0";"1";"""[""Pigeon ramier""]""";"""[""4""]"""
"561";"1477840635";"0";"[""Mesange nonnette"",""Mesange noire""]";"5";"0";"1";"""[""Mesange nonnette"",""Mesange noire""]""";"""[""5""]"""
"568";"1477840635";"1";"[""Corbeau freux"",""Corneille noire""]";"5";"0";"1";"""[""Corbeau freux"",""Corneille noire""]""";"""[""5""]"""
"572";"1477840635";"2";"""Mesange charbonniere""";"5";"0";"1";"""[""Mesange charbonniere""]""";"""[""5""]"""
"574";"1477840635";"4";"""Mesange noire""";"5";"0";"1";"""[""Mesange noire""]""";"""[""5""]"""
"576";"1477840635";"5";"""Corbeau freux""";"5";"0";"1";"""[""Corbeau freux""]""";"""[""5""]"""
"581";"1477840635";"10";"""Mesange nonnette""";"5";"0";"1";"""[""Mesange nonnette""]""";"""[""5""]"""
"588";"1477840635";"15";"""Corneille noire""";"5";"0";"1";"""[""Corneille noire""]""";"""[""5""]"""
"590";"1477840635";"16";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"593";"1477840635";"17";"""Pigeon ramier""";"5";"0";"1";"""[""Pigeon ramier""]""";"""[""5""]"""
"596";"1477840635";"18";"""Corneille noire""";"5";"0";"1";"""[""Corneille noire""]""";"""[""5""]"""
"72";"1609613726";"0";"";NULL;"1";"0";"";""
"76";"1609613726";"1";"""Grand corbeau""";"3";"0";"1";"""[""Grand corbeau""]""";"""[""3""]"""
"80";"1609613726";"2";"""Mesange charbonniere""";"3";"0";"1";"""[""Mesange charbonniere""]""";"""[""3""]"""
"90";"1609613726";"3";"""Mesange charbonniere""";"2";"0";"1";"""[""Mesange charbonniere""]""";"""[""2""]"""
"97";"1609613726";"4";"""Mesange nonnette""";"1";"0";"1";"""[""Mesange nonnette""]""";"""[""1""]"""
"109";"1609613726";"5";"[""Choucas des tours"",""Corbeau freux""]";"1";"0";"1";"""[""Choucas des tours"",""Corbeau freux""]""";"""[""1""]"""
"119";"1609613726";"6";"""Corbeau freux""";"3";"0";"1";"""[""Corbeau freux""]""";"""[""3""]"""
"133";"1609613726";"7";"""Pigeon ramier""";"7";"0";"1";"""[""Pigeon ramier""]""";"""[""7""]"""
"142";"1609613726";"8";"""Corneille noire""";"4";"0";"1";"""[""Corneille noire""]""";"""[""4""]"""
"156";"1609613726";"9";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"163";"1609613726";"10";"""Mesange noire""";"5";"0";"1";"""[""Mesange noire""]""";"""[""5""]"""
"168";"1609613726";"11";"""Corneille noire""";"4";"0";"1";"""[""Corneille noire""]""";"""[""4""]"""
"174";"1609613726";"12";"""Mesange nonnette""";"6";"0";"1";"""[""Mesange nonnette""]""";"""[""6""]"""
"190";"1609613726";"13";"""Mesange nonnette""";"4";"0";"1";"""[""Mesange charbonniere"",""Mesange nonnette""]""";"""[""4""]"""
"200";"1609613726";"14";"""Mesange noire""";"5";"0";"1";"""[""Mesange noire""]""";"""[""5""]"""
"207";"1609613726";"15";"""Corneille noire""";"3";"0";"1";"""[""Corneille noire""]""";"""[""3"",""3""]"""
"212";"1609613726";"16";"""Corbeau freux""";"5";"0";"1";"""[""Corbeau freux""]""";"""[""5""]"""
"219";"1609613726";"17";"""Pigeon ramier""";"6";"0";"1";"""[""Pigeon ramier""]""";"""[""6""]"""
"225";"1609613726";"18";"""Corbeau freux""";"4";"0";"1";"""[""Corbeau freux""]""";"""[""5"",""4""]"""
"229";"1609613726";"19";"""Pigeon ramier""";"6";"0";"1";"""[""Pigeon ramier""]""";"""[""6""]"""
"704";"1612839848";"0";"[""Mesange noire"",""Mesange charbonniere""]";"5";"0";"1";"""[""Mesange noire"",""Mesange charbonniere""]""";"""[""5""]"""
"710";"1612839848";"1";"""Corneille noire""";"5";"0";"1";"""[""Corneille noire""]""";"""[""5""]"""
"716";"1612839848";"2";"";NULL;"1";"1";"";""
"718";"1612839848";"4";"[""Mesange charbonniere"",""Mesange nonnette""]";"6";"0";"1";"""[""Mesange charbonniere"",""Mesange nonnette""]""";"""[""6""]"""
"721";"1612839848";"5";"";NULL;"1";"1";"";""
"725";"1612839848";"6";"";NULL;"1";"1";"";""
"727";"1612839848";"7";"";NULL;"1";"1";"";""
"734";"1612839848";"8";"""Corneille noire""";"5";"0";"1";"""[""Corneille noire""]""";"""[""5""]"""
"736";"1612839848";"9";"";NULL;"1";"1";"";""
"740";"1612839848";"10";"";NULL;"1";"1";"";""
"750";"1612839848";"11";"""Corneille noire""";"5";"0";"1";"""[""Corneille noire""]""";"""[""5""]"""
"752";"1612839848";"12";"""Mesange nonnette""";"5";"0";"1";"""[""Mesange nonnette""]""";"""[""5""]"""
"753";"1612839848";"14";"""Mesange nonnette""";"5";"0";"1";"""[""Mesange nonnette""]""";"""[""5""]"""
"754";"1612839848";"15";"[""Corbeau freux"",""Grand corbeau""]";"4";"0";"1";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""4""]"""
"759";"1612839848";"16";"[""Corneille noire"",""Grand corbeau""]";"6";"0";"0";"""[""Grand corbeau""]""";"""[""6""]"""
"763";"1612839848";"17";"";NULL;"1";"1";"";""
"771";"1612839848";"18";"[""Corneille noire"",""Choucas des tours"",""Corbeau freux""]";"6";"0";"1";"""[""Corneille noire"",""Choucas des tours"",""Corbeau freux""]""";"""[""6""]"""
"775";"1612839848";"19";"";NULL;"1";"1";"";""
"755";"1643733903";"0";"";NULL;"1";"1";"";""
"756";"1643733903";"1";"[""Corneille noire"",""Corbeau freux""]";"4";"0";"1";"""[""Corneille noire"",""Corbeau freux""]""";"""[""6"",""6"",""6"",""5"",""4""]"""
"757";"1643733903";"2";"";NULL;"1";"1";"";""
"758";"1643733903";"3";"";NULL;"1";"1";"";""
"760";"1643733903";"4";"";NULL;"1";"1";"";""
"762";"1643733903";"5";"""Grand corbeau""";"3";"0";"1";"""[""Grand corbeau""]""";"""[""3""]"""
"765";"1643733903";"6";"";NULL;"1";"1";"";""
"766";"1643733903";"7";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"770";"1643733903";"8";"";NULL;"1";"1";"";""
"772";"1643733903";"9";"";NULL;"1";"1";"";""
"774";"1643733903";"10";"";NULL;"1";"1";"";""
"778";"1643733903";"11";"";NULL;"1";"1";"";""
"781";"1643733903";"12";"";NULL;"1";"1";"";""
"783";"1643733903";"14";"";NULL;"1";"1";"";""
"784";"1643733903";"15";"";NULL;"1";"1";"";""
"786";"1643733903";"16";"";NULL;"1";"1";"";""
"793";"1643733903";"17";"";NULL;"1";"1";"";""
"796";"1643733903";"18";"";NULL;"1";"1";"";""
"797";"1643733903";"19";"";NULL;"1";"1";"";""
"369";"1677163274";"0";"[""Mesange noire"",""Mesange nonnette""]";"5";"0";"0";"""[""Mesange nonnette""]""";"""[""5""]"""
"378";"1677163274";"1";"[""Corbeau freux"",""Grand corbeau""]";"5";"0";"1";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""5""]"""
"381";"1677163274";"2";"";NULL;"1";"0";"";""
"388";"1677163274";"5";"";NULL;"1";"1";"";""
"391";"1677163274";"6";"[""Grand corbeau"",""Corneille noire""]";"5";"0";"0";"""[""Grand corbeau""]""";"""[""5""]"""
"394";"1677163274";"7";"";NULL;"1";"1";"";""
"399";"1677163274";"8";"";NULL;"1";"1";"";""
"405";"1677163274";"10";"";NULL;"1";"1";"";""
"409";"1677163274";"11";"";NULL;"1";"1";"";""
"416";"1677163274";"15";"";NULL;"1";"1";"";""
"422";"1677163274";"16";"";NULL;"1";"1";"";""
"424";"1677163274";"17";"";NULL;"1";"1";"";""
"429";"1677163274";"18";"";NULL;"1";"1";"";""
"431";"1677163274";"19";"";NULL;"1";"1";"";""
"649";"1692680977";"0";"[""Mesange charbonniere"",""Mesange nonnette""]";"4";"0";"1";"""[""Mesange nonnette"",""Mesange charbonniere""]""";"""[""4""]"""
"651";"1692680977";"1";"[""Corneille noire"",""Corbeau freux""]";"4";"0";"1";"""[""Corneille noire"",""Corbeau freux""]""";"""[""4""]"""
"652";"1692680977";"2";"";NULL;"1";"1";"";""
"655";"1692680977";"4";"";NULL;"1";"1";"";""
"656";"1692680977";"5";"";NULL;"1";"1";"";""
"658";"1692680977";"6";"""Corneille noire""";"4";"0";"1";"""[""Corneille noire""]""";"""[""4""]"""
"661";"1692680977";"7";"""Pigeon ramier""";"5";"0";"1";"""[""Pigeon ramier""]""";"""[""5""]"""
